,workerid_num,Unnamed: 0,MODEL_TYPE,PLAYER_INDEX,age,bonus_calc,bot_test,difficulty,early_exit,fun,gender,intuitiveness,other_feedback,partner_strategy,self_strategy,smoothness,video_games,layout_name,reward
14,2,27,pbt,0,30,0.6,I listen to top 40 music because it usually encompasses a mix of artists that I like. ,4,False,6,male,4,"no, thank you",try to get in my way,try to avoid the other chef,5,casual,random3,0
15,3,22,pbt,0,31,1.3000000000000005,I listen to metal because it helps me power through the day.,2,False,5,Male,4,"Nope, thank you.","To pick up onions when they were no longer needed, or to stand there and compute its next action without actually arriving at it.","My strategy at first was to keep up with the AI, but that changed when I realized the 9 times out of 10 the AI was running around randomly.",1,"Fun, but the AI is a bit annoying.",asymmetric_advantages,180
16,3,22,pbt,0,31,1.3000000000000005,I listen to metal because it helps me power through the day.,2,False,5,Male,4,"Nope, thank you.","To pick up onions when they were no longer needed, or to stand there and compute its next action without actually arriving at it.","My strategy at first was to keep up with the AI, but that changed when I realized the 9 times out of 10 the AI was running around randomly.",1,"Fun, but the AI is a bit annoying.",coordination_ring,100
17,3,22,pbt,0,31,1.3000000000000005,I listen to metal because it helps me power through the day.,2,False,5,Male,4,"Nope, thank you.","To pick up onions when they were no longer needed, or to stand there and compute its next action without actually arriving at it.","My strategy at first was to keep up with the AI, but that changed when I realized the 9 times out of 10 the AI was running around randomly.",1,"Fun, but the AI is a bit annoying.",cramped_room,140
18,3,22,pbt,0,31,1.3000000000000005,I listen to metal because it helps me power through the day.,2,False,5,Male,4,"Nope, thank you.","To pick up onions when they were no longer needed, or to stand there and compute its next action without actually arriving at it.","My strategy at first was to keep up with the AI, but that changed when I realized the 9 times out of 10 the AI was running around randomly.",1,"Fun, but the AI is a bit annoying.",random0,40
19,3,22,pbt,0,31,1.3000000000000005,I listen to metal because it helps me power through the day.,2,False,5,Male,4,"Nope, thank you.","To pick up onions when they were no longer needed, or to stand there and compute its next action without actually arriving at it.","My strategy at first was to keep up with the AI, but that changed when I realized the 9 times out of 10 the AI was running around randomly.",1,"Fun, but the AI is a bit annoying.",random3,60
20,4,30,pbt,0,31,0.4,i listen to all types of music because it depends on my mood. ,3,False,5,female,4,Controls should be simpler. ,I'm not sure. Sometimes they seemed to be in the way.,Tried to do the most I could. Help my partner whenever I could.,3,"I love playing video games, I play them often.",asymmetric_advantages,20
21,4,30,pbt,0,31,0.4,i listen to all types of music because it depends on my mood. ,3,False,5,female,4,Controls should be simpler. ,I'm not sure. Sometimes they seemed to be in the way.,Tried to do the most I could. Help my partner whenever I could.,3,"I love playing video games, I play them often.",coordination_ring,80
22,4,30,pbt,0,31,0.4,i listen to all types of music because it depends on my mood. ,3,False,5,female,4,Controls should be simpler. ,I'm not sure. Sometimes they seemed to be in the way.,Tried to do the most I could. Help my partner whenever I could.,3,"I love playing video games, I play them often.",random0,40
23,4,30,pbt,0,31,0.4,i listen to all types of music because it depends on my mood. ,3,False,5,female,4,Controls should be simpler. ,I'm not sure. Sometimes they seemed to be in the way.,Tried to do the most I could. Help my partner whenever I could.,3,"I love playing video games, I play them often.",random3,20
24,5,19,pbt,1,25,1.4000000000000006,I listen to anything but country because I like variety in my music.,4,False,4,female,6,the computer player could be improved quite a bit.,follow my lead,"I tried to find the shortest path to finish the task, and cooperate with the other player.",1,I've played games like this before and consider video games a big hobby of mine.,asymmetric_advantages,220
25,5,19,pbt,1,25,1.4000000000000006,I listen to anything but country because I like variety in my music.,4,False,4,female,6,the computer player could be improved quite a bit.,follow my lead,"I tried to find the shortest path to finish the task, and cooperate with the other player.",1,I've played games like this before and consider video games a big hobby of mine.,coordination_ring,120
26,5,19,pbt,1,25,1.4000000000000006,I listen to anything but country because I like variety in my music.,4,False,4,female,6,the computer player could be improved quite a bit.,follow my lead,"I tried to find the shortest path to finish the task, and cooperate with the other player.",1,I've played games like this before and consider video games a big hobby of mine.,cramped_room,160
27,5,19,pbt,1,25,1.4000000000000006,I listen to anything but country because I like variety in my music.,4,False,4,female,6,the computer player could be improved quite a bit.,follow my lead,"I tried to find the shortest path to finish the task, and cooperate with the other player.",1,I've played games like this before and consider video games a big hobby of mine.,random0,0
28,5,19,pbt,1,25,1.4000000000000006,I listen to anything but country because I like variety in my music.,4,False,4,female,6,the computer player could be improved quite a bit.,follow my lead,"I tried to find the shortest path to finish the task, and cooperate with the other player.",1,I've played games like this before and consider video games a big hobby of mine.,random3,60
29,6,17,pbt,0,37,0.7000000000000001,"I listen to many different kinds of music depending on my mood. I listen to music to relax, to remember, to party, to worship. ",4,False,4,Male,4,I have no comments.,I think he tried to stay out of my way.,I tried to stay out of the other players way.,3,I played video games for like 30 years. ,asymmetric_advantages,60
30,6,17,pbt,0,37,0.7000000000000001,"I listen to many different kinds of music depending on my mood. I listen to music to relax, to remember, to party, to worship. ",4,False,4,Male,4,I have no comments.,I think he tried to stay out of my way.,I tried to stay out of the other players way.,3,I played video games for like 30 years. ,coordination_ring,60
31,6,17,pbt,0,37,0.7000000000000001,"I listen to many different kinds of music depending on my mood. I listen to music to relax, to remember, to party, to worship. ",4,False,4,Male,4,I have no comments.,I think he tried to stay out of my way.,I tried to stay out of the other players way.,3,I played video games for like 30 years. ,cramped_room,100
32,6,17,pbt,0,37,0.7000000000000001,"I listen to many different kinds of music depending on my mood. I listen to music to relax, to remember, to party, to worship. ",4,False,4,Male,4,I have no comments.,I think he tried to stay out of my way.,I tried to stay out of the other players way.,3,I played video games for like 30 years. ,random0,40
33,6,17,pbt,0,37,0.7000000000000001,"I listen to many different kinds of music depending on my mood. I listen to music to relax, to remember, to party, to worship. ",4,False,4,Male,4,I have no comments.,I think he tried to stay out of my way.,I tried to stay out of the other players way.,3,I played video games for like 30 years. ,random3,20
34,7,35,pbt,0,22,1.1500000000000004,"I listen to quite a wide variety of music. I'm able to enjoy and appreciate most forms of music, so I can't pin down one specific type.",3,False,4,Male,3,There needs to be more ways to interact or instruct my partner. It often didn't feel like we were working towards the same goal and were instead fighting against each other.,My partner's strategy seemed very haphazard and undisciplined. They often walked back and forth unnecessarily or stood in the way of paths for no reason.,"I tried to move mostly independently from my partner. Oftentimes, my partner felt like a hindrance and since there was no way to instruct them, I had to try and maneuver around them.",2,"I've played video games for many years. I don't play as often as some people my age, but I'm competent at them.",asymmetric_advantages,100
35,7,35,pbt,0,22,1.1500000000000004,"I listen to quite a wide variety of music. I'm able to enjoy and appreciate most forms of music, so I can't pin down one specific type.",3,False,4,Male,3,There needs to be more ways to interact or instruct my partner. It often didn't feel like we were working towards the same goal and were instead fighting against each other.,My partner's strategy seemed very haphazard and undisciplined. They often walked back and forth unnecessarily or stood in the way of paths for no reason.,"I tried to move mostly independently from my partner. Oftentimes, my partner felt like a hindrance and since there was no way to instruct them, I had to try and maneuver around them.",2,"I've played video games for many years. I don't play as often as some people my age, but I'm competent at them.",coordination_ring,120
36,7,35,pbt,0,22,1.1500000000000004,"I listen to quite a wide variety of music. I'm able to enjoy and appreciate most forms of music, so I can't pin down one specific type.",3,False,4,Male,3,There needs to be more ways to interact or instruct my partner. It often didn't feel like we were working towards the same goal and were instead fighting against each other.,My partner's strategy seemed very haphazard and undisciplined. They often walked back and forth unnecessarily or stood in the way of paths for no reason.,"I tried to move mostly independently from my partner. Oftentimes, my partner felt like a hindrance and since there was no way to instruct them, I had to try and maneuver around them.",2,"I've played video games for many years. I don't play as often as some people my age, but I'm competent at them.",cramped_room,120
37,7,35,pbt,0,22,1.1500000000000004,"I listen to quite a wide variety of music. I'm able to enjoy and appreciate most forms of music, so I can't pin down one specific type.",3,False,4,Male,3,There needs to be more ways to interact or instruct my partner. It often didn't feel like we were working towards the same goal and were instead fighting against each other.,My partner's strategy seemed very haphazard and undisciplined. They often walked back and forth unnecessarily or stood in the way of paths for no reason.,"I tried to move mostly independently from my partner. Oftentimes, my partner felt like a hindrance and since there was no way to instruct them, I had to try and maneuver around them.",2,"I've played video games for many years. I don't play as often as some people my age, but I'm competent at them.",random0,80
38,7,35,pbt,0,22,1.1500000000000004,"I listen to quite a wide variety of music. I'm able to enjoy and appreciate most forms of music, so I can't pin down one specific type.",3,False,4,Male,3,There needs to be more ways to interact or instruct my partner. It often didn't feel like we were working towards the same goal and were instead fighting against each other.,My partner's strategy seemed very haphazard and undisciplined. They often walked back and forth unnecessarily or stood in the way of paths for no reason.,"I tried to move mostly independently from my partner. Oftentimes, my partner felt like a hindrance and since there was no way to instruct them, I had to try and maneuver around them.",2,"I've played video games for many years. I don't play as often as some people my age, but I'm competent at them.",random3,40
39,8,15,pbt,1,31,1.4500000000000006,I listen to a variety of music. One of my favorite genres is ska. I like the combination of brass instruments and punk music. Ska usually has cool bass lines and good lyrics.,4,False,4,male,5,"It was fun, although could be a bit hectic when the AI was not going the way I was expecting. It would be interesting to make it a co-operative game, instead of with AI. Having a way to tell the AI go the other direction would be nice.","They would usually go the shortest route to things, which could end up with us getting in each others way.","Depending on the layout, try to stay out of the way of the other person. If we had to work together, do my best to do my part so they can do their part.",4,"I've played a lot of video games over the years. Lots of different stuff from first person shooters, simple games like from the Atari 2600 and lots of other stuff.",asymmetric_advantages,180
40,8,15,pbt,1,31,1.4500000000000006,I listen to a variety of music. One of my favorite genres is ska. I like the combination of brass instruments and punk music. Ska usually has cool bass lines and good lyrics.,4,False,4,male,5,"It was fun, although could be a bit hectic when the AI was not going the way I was expecting. It would be interesting to make it a co-operative game, instead of with AI. Having a way to tell the AI go the other direction would be nice.","They would usually go the shortest route to things, which could end up with us getting in each others way.","Depending on the layout, try to stay out of the way of the other person. If we had to work together, do my best to do my part so they can do their part.",4,"I've played a lot of video games over the years. Lots of different stuff from first person shooters, simple games like from the Atari 2600 and lots of other stuff.",coordination_ring,120
41,8,15,pbt,1,31,1.4500000000000006,I listen to a variety of music. One of my favorite genres is ska. I like the combination of brass instruments and punk music. Ska usually has cool bass lines and good lyrics.,4,False,4,male,5,"It was fun, although could be a bit hectic when the AI was not going the way I was expecting. It would be interesting to make it a co-operative game, instead of with AI. Having a way to tell the AI go the other direction would be nice.","They would usually go the shortest route to things, which could end up with us getting in each others way.","Depending on the layout, try to stay out of the way of the other person. If we had to work together, do my best to do my part so they can do their part.",4,"I've played a lot of video games over the years. Lots of different stuff from first person shooters, simple games like from the Atari 2600 and lots of other stuff.",cramped_room,100
42,8,15,pbt,1,31,1.4500000000000006,I listen to a variety of music. One of my favorite genres is ska. I like the combination of brass instruments and punk music. Ska usually has cool bass lines and good lyrics.,4,False,4,male,5,"It was fun, although could be a bit hectic when the AI was not going the way I was expecting. It would be interesting to make it a co-operative game, instead of with AI. Having a way to tell the AI go the other direction would be nice.","They would usually go the shortest route to things, which could end up with us getting in each others way.","Depending on the layout, try to stay out of the way of the other person. If we had to work together, do my best to do my part so they can do their part.",4,"I've played a lot of video games over the years. Lots of different stuff from first person shooters, simple games like from the Atari 2600 and lots of other stuff.",random0,120
43,8,15,pbt,1,31,1.4500000000000006,I listen to a variety of music. One of my favorite genres is ska. I like the combination of brass instruments and punk music. Ska usually has cool bass lines and good lyrics.,4,False,4,male,5,"It was fun, although could be a bit hectic when the AI was not going the way I was expecting. It would be interesting to make it a co-operative game, instead of with AI. Having a way to tell the AI go the other direction would be nice.","They would usually go the shortest route to things, which could end up with us getting in each others way.","Depending on the layout, try to stay out of the way of the other person. If we had to work together, do my best to do my part so they can do their part.",4,"I've played a lot of video games over the years. Lots of different stuff from first person shooters, simple games like from the Atari 2600 and lots of other stuff.",random3,60
44,9,25,pbt,1,23,1.1000000000000003,I listen to rock music because it is fast and most of all I enjoy the lyrics and beats.,5,False,3,Male,6,Improve the partner A.I.,What strategy??,Get as many points as possible.,1,"A lot, I am been gamer since I was 6 years old.",asymmetric_advantages,180
45,9,25,pbt,1,23,1.1000000000000003,I listen to rock music because it is fast and most of all I enjoy the lyrics and beats.,5,False,3,Male,6,Improve the partner A.I.,What strategy??,Get as many points as possible.,1,"A lot, I am been gamer since I was 6 years old.",coordination_ring,100
46,9,25,pbt,1,23,1.1000000000000003,I listen to rock music because it is fast and most of all I enjoy the lyrics and beats.,5,False,3,Male,6,Improve the partner A.I.,What strategy??,Get as many points as possible.,1,"A lot, I am been gamer since I was 6 years old.",cramped_room,100
47,9,25,pbt,1,23,1.1000000000000003,I listen to rock music because it is fast and most of all I enjoy the lyrics and beats.,5,False,3,Male,6,Improve the partner A.I.,What strategy??,Get as many points as possible.,1,"A lot, I am been gamer since I was 6 years old.",random0,20
48,10,39,pbt,1,28,1.0500000000000005,Pop because it's energetic and makes me feel more awake/alive.,4,False,3,male,4,"Yeah, fix the logic. Not fun being stuck for 50 seconds while the computer completely destroys my ability to play the game/earn my bonus.","To get in my way. Also, the logic for the 4th and 5th levels is completely broken. My partner literally just stood still and did nothing the entire time, in the 4th round he stood right in front of the bowls so I couldn't get the soup out.",Do what needs doing/what my partner isn't doing.,1,"I've been playing games since I was probably 7, so 21 years. Most of that time on Playstation and Xbox, but over the past 2 years I've gotten into PC gaming.",asymmetric_advantages,160
49,10,39,pbt,1,28,1.0500000000000005,Pop because it's energetic and makes me feel more awake/alive.,4,False,3,male,4,"Yeah, fix the logic. Not fun being stuck for 50 seconds while the computer completely destroys my ability to play the game/earn my bonus.","To get in my way. Also, the logic for the 4th and 5th levels is completely broken. My partner literally just stood still and did nothing the entire time, in the 4th round he stood right in front of the bowls so I couldn't get the soup out.",Do what needs doing/what my partner isn't doing.,1,"I've been playing games since I was probably 7, so 21 years. Most of that time on Playstation and Xbox, but over the past 2 years I've gotten into PC gaming.",coordination_ring,140
50,10,39,pbt,1,28,1.0500000000000005,Pop because it's energetic and makes me feel more awake/alive.,4,False,3,male,4,"Yeah, fix the logic. Not fun being stuck for 50 seconds while the computer completely destroys my ability to play the game/earn my bonus.","To get in my way. Also, the logic for the 4th and 5th levels is completely broken. My partner literally just stood still and did nothing the entire time, in the 4th round he stood right in front of the bowls so I couldn't get the soup out.",Do what needs doing/what my partner isn't doing.,1,"I've been playing games since I was probably 7, so 21 years. Most of that time on Playstation and Xbox, but over the past 2 years I've gotten into PC gaming.",cramped_room,120
51,10,39,pbt,1,28,1.0500000000000005,Pop because it's energetic and makes me feel more awake/alive.,4,False,3,male,4,"Yeah, fix the logic. Not fun being stuck for 50 seconds while the computer completely destroys my ability to play the game/earn my bonus.","To get in my way. Also, the logic for the 4th and 5th levels is completely broken. My partner literally just stood still and did nothing the entire time, in the 4th round he stood right in front of the bowls so I couldn't get the soup out.",Do what needs doing/what my partner isn't doing.,1,"I've been playing games since I was probably 7, so 21 years. Most of that time on Playstation and Xbox, but over the past 2 years I've gotten into PC gaming.",random0,0
52,10,39,pbt,1,28,1.0500000000000005,Pop because it's energetic and makes me feel more awake/alive.,4,False,3,male,4,"Yeah, fix the logic. Not fun being stuck for 50 seconds while the computer completely destroys my ability to play the game/earn my bonus.","To get in my way. Also, the logic for the 4th and 5th levels is completely broken. My partner literally just stood still and did nothing the entire time, in the 4th round he stood right in front of the bowls so I couldn't get the soup out.",Do what needs doing/what my partner isn't doing.,1,"I've been playing games since I was probably 7, so 21 years. Most of that time on Playstation and Xbox, but over the past 2 years I've gotten into PC gaming.",random3,0
53,11,26,pbt,0,32,0.5,I like to listen to rock because it makes me excited.,6,False,1,male,4,better AI. I feel ripped off. It was impossible for to get any type of bonus on this. I felt scammed to be honest.,The AI was horrible and made this unplayable,Tried to work with my partner.,1,30 years experience,asymmetric_advantages,120
54,11,26,pbt,0,32,0.5,I like to listen to rock because it makes me excited.,6,False,1,male,4,better AI. I feel ripped off. It was impossible for to get any type of bonus on this. I felt scammed to be honest.,The AI was horrible and made this unplayable,Tried to work with my partner.,1,30 years experience,coordination_ring,60
55,11,26,pbt,0,32,0.5,I like to listen to rock because it makes me excited.,6,False,1,male,4,better AI. I feel ripped off. It was impossible for to get any type of bonus on this. I felt scammed to be honest.,The AI was horrible and made this unplayable,Tried to work with my partner.,1,30 years experience,random0,0
56,11,26,pbt,0,32,0.5,I like to listen to rock because it makes me excited.,6,False,1,male,4,better AI. I feel ripped off. It was impossible for to get any type of bonus on this. I felt scammed to be honest.,The AI was horrible and made this unplayable,Tried to work with my partner.,1,30 years experience,random3,20
57,12,45,pbt,1,44,0.25,I listen to both classical and blues music because I enjoy their emotional moments.,5,False,3,male,2,no,Follow me around,Work independently as the the other worker did not seem in tune with my reactions. A failed strategy I learned by the last few games,1,very little,coordination_ring,40
58,12,45,pbt,1,44,0.25,I listen to both classical and blues music because I enjoy their emotional moments.,5,False,3,male,2,no,Follow me around,Work independently as the the other worker did not seem in tune with my reactions. A failed strategy I learned by the last few games,1,very little,random0,0
59,13,47,pbt,1,27,0.9000000000000002,I listen to rock music because I like the sound of the electric guitar.,4,False,4,Male,5,Some audio feedback and sound effects would be nice.,"Try to go along with what I was doing. However, sometimes my partner seemed lost or just followed what I was doing.","Try to work with my partner to the greatest extent possible, and hopefully streamline things.",3,I have been playing video games extensively since I was a young child.,asymmetric_advantages,100
60,13,47,pbt,1,27,0.9000000000000002,I listen to rock music because I like the sound of the electric guitar.,4,False,4,Male,5,Some audio feedback and sound effects would be nice.,"Try to go along with what I was doing. However, sometimes my partner seemed lost or just followed what I was doing.","Try to work with my partner to the greatest extent possible, and hopefully streamline things.",3,I have been playing video games extensively since I was a young child.,coordination_ring,120
61,13,47,pbt,1,27,0.9000000000000002,I listen to rock music because I like the sound of the electric guitar.,4,False,4,Male,5,Some audio feedback and sound effects would be nice.,"Try to go along with what I was doing. However, sometimes my partner seemed lost or just followed what I was doing.","Try to work with my partner to the greatest extent possible, and hopefully streamline things.",3,I have been playing video games extensively since I was a young child.,cramped_room,60
62,13,47,pbt,1,27,0.9000000000000002,I listen to rock music because I like the sound of the electric guitar.,4,False,4,Male,5,Some audio feedback and sound effects would be nice.,"Try to go along with what I was doing. However, sometimes my partner seemed lost or just followed what I was doing.","Try to work with my partner to the greatest extent possible, and hopefully streamline things.",3,I have been playing video games extensively since I was a young child.,random0,20
63,13,47,pbt,1,27,0.9000000000000002,I listen to rock music because I like the sound of the electric guitar.,4,False,4,Male,5,Some audio feedback and sound effects would be nice.,"Try to go along with what I was doing. However, sometimes my partner seemed lost or just followed what I was doing.","Try to work with my partner to the greatest extent possible, and hopefully streamline things.",3,I have been playing video games extensively since I was a young child.,random3,60
64,14,51,pbt,0,42,0.45,"I like all kinds of music - rock, blues, jazz, classical, I am not sure why, I appreciate good music and these styles give me a satisfaction.",5,False,6,female,4,"I really enjoyed this study, thank you!","He was very competitive, always in my way.","I tried to avoid a contact with my partner, not to get in his way, it was difficult.",3,"Average, not addicted, but I like to play sometimes.",asymmetric_advantages,60
65,14,51,pbt,0,42,0.45,"I like all kinds of music - rock, blues, jazz, classical, I am not sure why, I appreciate good music and these styles give me a satisfaction.",5,False,6,female,4,"I really enjoyed this study, thank you!","He was very competitive, always in my way.","I tried to avoid a contact with my partner, not to get in his way, it was difficult.",3,"Average, not addicted, but I like to play sometimes.",coordination_ring,80
66,14,51,pbt,0,42,0.45,"I like all kinds of music - rock, blues, jazz, classical, I am not sure why, I appreciate good music and these styles give me a satisfaction.",5,False,6,female,4,"I really enjoyed this study, thank you!","He was very competitive, always in my way.","I tried to avoid a contact with my partner, not to get in his way, it was difficult.",3,"Average, not addicted, but I like to play sometimes.",cramped_room,0
67,14,51,pbt,0,42,0.45,"I like all kinds of music - rock, blues, jazz, classical, I am not sure why, I appreciate good music and these styles give me a satisfaction.",5,False,6,female,4,"I really enjoyed this study, thank you!","He was very competitive, always in my way.","I tried to avoid a contact with my partner, not to get in his way, it was difficult.",3,"Average, not addicted, but I like to play sometimes.",random3,40
68,15,3,pbt,0,30,0.25,i listen to all types of music because i never know what i might like.,3,False,5,Male,4,i did one round and it skipped to the end...i'm not sure if this was an error or not?,he would get things while waiting for me to finish  ,"i tried to get out of the way and be efficient,getting stuff while other things were going on",4,good,cramped_room,100
69,16,55,pbt,1,21,0.3,I listen to video game music because it is unique and I enjoy the harmonies.,3,False,4,Female,3,nah,I think they tried to help but im not sure they understood the instructions,I wanted to get the highest score possible,2,I play lots of visual novels and JRPGS,random0,0
70,17,1,pbt,0,38,1.1500000000000004,I mostly listen to rock because it provides me with a lot of energy and it's fun to listen to while doing things.,4,False,5,female,4,Add a countdown clock before the round officially starts so players get to view the game area before having to quickly  move around.,They tried to do their own soup in the first rounds but later didn't help very much and allowed me to do most of the work or was slow until they knew I needed something.,"I tried to get the onions to the pot quickly so that I had time to get it on the play and served because my partner sometimes hesitated or didn't get the next item quickly. If a soup was done, I would try to serve it quickly as possible.",2,I play video games on a regular basis and have played games since I was young.,asymmetric_advantages,120
71,17,1,pbt,0,38,1.1500000000000004,I mostly listen to rock because it provides me with a lot of energy and it's fun to listen to while doing things.,4,False,5,female,4,Add a countdown clock before the round officially starts so players get to view the game area before having to quickly  move around.,They tried to do their own soup in the first rounds but later didn't help very much and allowed me to do most of the work or was slow until they knew I needed something.,"I tried to get the onions to the pot quickly so that I had time to get it on the play and served because my partner sometimes hesitated or didn't get the next item quickly. If a soup was done, I would try to serve it quickly as possible.",2,I play video games on a regular basis and have played games since I was young.,coordination_ring,120
72,17,1,pbt,0,38,1.1500000000000004,I mostly listen to rock because it provides me with a lot of energy and it's fun to listen to while doing things.,4,False,5,female,4,Add a countdown clock before the round officially starts so players get to view the game area before having to quickly  move around.,They tried to do their own soup in the first rounds but later didn't help very much and allowed me to do most of the work or was slow until they knew I needed something.,"I tried to get the onions to the pot quickly so that I had time to get it on the play and served because my partner sometimes hesitated or didn't get the next item quickly. If a soup was done, I would try to serve it quickly as possible.",2,I play video games on a regular basis and have played games since I was young.,cramped_room,120
73,17,1,pbt,0,38,1.1500000000000004,I mostly listen to rock because it provides me with a lot of energy and it's fun to listen to while doing things.,4,False,5,female,4,Add a countdown clock before the round officially starts so players get to view the game area before having to quickly  move around.,They tried to do their own soup in the first rounds but later didn't help very much and allowed me to do most of the work or was slow until they knew I needed something.,"I tried to get the onions to the pot quickly so that I had time to get it on the play and served because my partner sometimes hesitated or didn't get the next item quickly. If a soup was done, I would try to serve it quickly as possible.",2,I play video games on a regular basis and have played games since I was young.,random0,60
74,17,1,pbt,0,38,1.1500000000000004,I mostly listen to rock because it provides me with a lot of energy and it's fun to listen to while doing things.,4,False,5,female,4,Add a countdown clock before the round officially starts so players get to view the game area before having to quickly  move around.,They tried to do their own soup in the first rounds but later didn't help very much and allowed me to do most of the work or was slow until they knew I needed something.,"I tried to get the onions to the pot quickly so that I had time to get it on the play and served because my partner sometimes hesitated or didn't get the next item quickly. If a soup was done, I would try to serve it quickly as possible.",2,I play video games on a regular basis and have played games since I was young.,random3,40
